,train_loss,val_mae,val_mse
0,4.727487105358662,8.841240849332326,12.390199448469964
1,0.8623246086937373,8.841240849332326,12.390199448469964
2,0.5738982073800776,8.841240849332326,12.390199448469964
3,0.5120124872201074,8.805623712661344,12.339607673070907
4,0.45322258522724834,8.171629353181881,11.530018342583306
5,0.4359362147331284,8.58114436350351,12.049122656042378
6,0.4224768450401356,6.147422022659824,8.983837749190569
7,0.4048911273721467,5.848179806614031,8.448394645423988
8,0.40231386846784295,5.879922683207928,8.43612897467908
9,0.39192409057332356,4.296757269381823,6.735601338527199
10,0.36881509874990903,4.707402250417873,7.249938901532524
11,0.3657637246916213,3.7614863132465914,5.934307942458691
12,0.3593093279699934,3.376388930378165,5.500892011874891
13,0.35593683569103934,3.603184584995973,5.803433770630658
14,0.3507165804487106,3.4635445405224576,5.496969201559544
15,0.34642568342728414,3.6377302258333786,5.748656675217962
16,0.34232801758744164,3.3520538184896123,5.415349850196019
17,0.3377032744362131,4.011087292118825,6.178409875658651
18,0.33844287850440824,3.0566684276578915,4.962576120320842
19,0.33385116007895566,3.6525660168974126,5.931246640086448
20,0.3309115349186962,3.0750188776951486,4.948667733295952
21,0.3236789706555495,3.104186196351479,5.0388923448375404
22,0.3233117014127056,3.031343159099123,4.978445261417503
23,0.32224713319345966,3.130313947443341,5.081172675024367
24,0.3171309404573621,3.00717346765739,4.904600488462501
25,0.31686386479085477,2.9657313417468925,4.904388738985553
26,0.31386307586131845,3.6807007731382084,5.699276579799878
27,0.3128628444676706,3.008752615070624,4.911785066845633
28,0.3115384526169834,3.735166565676432,5.922928039602343
29,0.3074266522988274,3.176981655850759,5.292952236757634
30,0.30327528689954425,2.8227515846721567,4.7286430331774305
31,0.30397833815956865,3.4299726649919435,5.525622942670896
32,0.30058299174633474,2.8668279467095945,4.711274856324204
33,0.297493078746945,3.161365001618449,5.053712410947655
34,0.29657334532499346,2.9941661795775265,4.789485698344799
35,0.2961268850631876,3.658342214735197,5.661325793259294
36,0.2912403972251817,2.8432277234649366,4.759290862564383
37,0.29271029281809036,3.145288332633348,5.111518415692464
38,0.2880171561523943,9.648170542147316,13.412247369172041
39,0.2857213329774434,3.032180959490137,4.967257948037285
40,0.28470923798149994,2.7870854771153786,4.594134381819571
41,0.28163753239740946,2.7929659042869974,4.516807339843552
42,0.2813825289503157,2.905260287060475,4.763626607634296
43,0.28006867429341853,2.6835566218898323,4.582730588101845
44,0.2800909141357981,2.7093215230539966,4.392142112678077
45,0.2778635251269793,3.0195566111407555,4.951038191930799
46,0.2758419052137995,3.267780296098096,5.262162021736498
47,0.27687108640198194,3.017006785790023,4.821230581735989
48,0.2781083925994696,3.0091692385893793,4.859370716954167
49,0.270087292495665,3.1576056177805647,5.078918002811967
50,0.2712975531812561,2.9415970261167326,4.830101303667469
51,0.26786875487878486,2.5424378300213824,4.17639443743305
52,0.2662103838563211,2.865645580218609,4.76038125181604
53,0.2664321399665034,2.891525167744927,4.752901014551077
54,0.26360421044146953,2.990373122081909,4.822443645491315
55,0.267066169044037,2.6170281520450995,4.350901073210986
56,0.26260559951539214,3.3027137373288245,5.394409553650167
57,0.2600087415333834,2.780379142819421,4.600575396593451
58,0.25954086447378905,2.9433237393304035,4.87210254216332
59,0.2602914865123614,2.850466125215145,4.590620058491728
60,0.25683061565057924,3.6691435707679836,5.783423185883523
61,0.2535748142091876,2.6882092004825076,4.436051367082468
62,0.25677186813481684,3.0545722453345947,4.9590996565104195
63,0.2532848229427205,2.892025369486941,4.6572664445789815
64,0.25224328782554645,2.7517875140111476,4.579060800867939
65,0.2520199270293604,3.1328289472565154,5.1266307258191475
66,0.2510837964063709,3.2768125911299824,5.280611634899796
67,0.2504185561404621,2.7073165859738766,4.545957573620306
68,0.24702866838379375,2.879938883286746,4.782563389363045
69,0.24721734436619835,2.9185145679794537,4.775002566791705
70,0.22177662176091453,2.646086644750465,4.394440331260011
71,0.21562605294939535,2.572395649521979,4.307885826176184
72,0.21442488868402634,2.6014333509839647,4.327225615770607
73,0.21308586751944658,2.5582562175911576,4.267477152782151
74,0.21236087401003934,2.579004201489258,4.317582825071138
75,0.21206271144916564,2.629790957881035,4.351595573213585
76,0.2079749052491102,2.528059954888506,4.203425527933752
77,0.20904396410091697,2.6354184268001255,4.393932992102918
78,0.20831019200970455,2.5331680025060157,4.246906727498549
79,0.20807544805674108,2.5251571747636423,4.199540234536708
80,0.20717257072429446,2.5594931214010845,4.279386202202252
81,0.20526024483579217,2.6030970197329952,4.314175740204146
82,0.2063436114277368,2.485682027206793,4.138072264211109
